Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Định Vị,Latitude,Longitude
"100m ra mặt phố Hồ Tùng Mậu - Nhà đẹp ở ngay - 5 tầng dân xây - 6,8 tỷ","6,8 tỷ",30 m²,3,4,"Cầu Giấy, Hà Nội","Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",21.03726496,105.7760404
"Cần bán gấp: Nhà phố The Classia Khang Điền - nhà sẵn, sổ sẵn, khu compound an ninh 24/7","17,4 tỷ",95 m²,6,6,"Quận 9, Hồ Chí Minh"," Đường Võ Chí Công,  Phường Phú Hữu,  Quận 9,  Hồ Chí Minh",10.7608529,106.7012374
BÁN NHÀ PHÂN LÔ 55M2 XÂY 5 TẦNG THANG MÁY,19 tỷ,55 m²,8,5,"Nam Từ Liêm, Hà Nội","Đường Huy Du, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.0345973,105.7625765
"Tôi Cần Bán Căn nhà 3 tầng Lô Góc, 52,5m mặt tiền 4,8m đường 10m, giá hơn 10ty","10,5 tỷ","52,4 m²",3,3,"Lê Chân, Hải Phòng","Đường Dư Hàng, Phường Dư Hàng, Lê Chân, Hải Phòng",20.8319128,106.6826466
"Bán nhà Ngọc Thụy, căn góc 2 mặt ngõ thoáng 55m2 x 6 tầng, thang máy, ngõ thông ô tô 7 chỗ vào nhà","12,9 tỷ",55 m²,4,3,"Long Biên, Hà Nội","Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",21.06531882,105.8691122
cập nhật những căn giá rẻ nhất dự án Jamila DT: 70m2 có 2PN 2WC full NT giá tốt nhất dự án,"4,15 tỷ",70 m²,2,2,"Quận 9, Hồ Chí Minh","Jamila Khang Điền, Song Hành, Phú Hữu, Quận 9, Hồ Chí Minh",10.7608529,106.7012374
"Bán Biệt Thự Vườn Đào đẹp nhất 256 m2, 5 tầng, Mt 14 m, thang máy, đẳng cấp thượng lưu! Hot 150 tỷ!",150 tỷ,256 m²,6,6,"Tây Hồ, Hà Nội","Vườn Đào, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",21.07332352,105.8127116
"Bán nhà chính chủ, đường20m, KDC Tên Lửa, số 51 Đường số 49, P.Tân Tạo, Q.Bình Tân, DT 81m2, 11 tỷ",11 tỷ,81 m²,4,5,"Bình Tân, Hồ Chí Minh","51 Đường Số 49, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",10.75232444,106.6009628
"Chính chủ bán nhà tại Nguyễn Văn Cừ, có gara ô tô ngõ thông kinh doanh giá hơn 10 tỷ","10,2 tỷ",40 m²,3,4,"Long Biên, Hà Nội","Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",21.04122651,105.8694521
"Nhà 3 tầng, Mặt tiền bao đẹp Huỳnh Tấn Phát - Trần Trọng Cung 4,2x31m. Chính chủ bán 23,9 tỷ","23,9 tỷ",131 m²,5,3,"Quận 7, Hồ Chí Minh","Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",10.74507267,106.7293308
"Tổng hợp 5 căn biệt thự VIP nhất kđt Vĩnh Điềm Trung , sổ Hồng hoàn công , cách biển 3km","14,79 tỷ",290 m²,4,6,"Nha Trang, Khánh Hòa","Đường C8, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",12.24997956,109.1779277
BÁN NHÀ 4 TẦNG -NGÕ Ô TÔ TRÁNH - NGUYỄN TRÃI KDOANH ĐỈNH - CHỈ VÀI BƯỚC CHÂN RA PHỐ -GÍA CHỈ 12 TỶ,12 tỷ,37 m²,4,4,"Thanh Xuân, Hà Nội","Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",20.99693744,105.8113324
Cần bán căn hộ cao cấp view Sông Hàn ngắm pháo hoa tại Thành phố Đà Nẵng với giá thấp nhất.,8 tỷ,"76,8 m²",3,3,"Sơn Trà, Đà Nẵng","Sun Symphony Residence, view Sông Hàn ngắm pháo hoa, đường Trần Hưng Đạo, Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.08516825,108.2288678
Chính chủ bán căn 1PN+ tòa Masterise giá tốt nhẩt Vinhomes Ocean Park có thể chuyển đổi thành 2 ngủ,"2,75 tỷ",45 m²,1,1,"Gia Lâm, Hà Nội","Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",21.0097832,105.9380275
THẬT 100% TỐT THU 250 TRIỆU/THÁNG TÒA NHÀ 11x26m. 260m2 HẦM 6 TẦNG KHU XUÂN THỦY THẢO ĐIỀN QUẬN 2.,59 tỷ,260 m²,25,25,"Quận 2, Hồ Chí Minh","Đường Xuân Thủy, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.8037248,106.7462249
"Sadora, căn góc, 3PN, 120m2, View nhìn Panorama của Sài Gòn, giá rẻ chỉ 14.5 tỷ",15 tỷ,120 m²,3,2,"Quận 2, Hồ Chí Minh"," Đường Mai Chí Thọ,  Phường An Lợi Đông,  Quận 2,  Hồ Chí Minh",10.80484845,106.7167622
Bán tòa nhà 6 tầng thang máy thang bộ 12 phòng Q.Hai Bà 12.9 tỷ,"12,9 tỷ",62 m²,12,12,"Hai Bà Trưng, Hà Nội","Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",20.99496378,105.8675578
"Bán gấp nhà riêng Đội Cấn, Ba Đình, Hà Nội, 6 tầng thang máy, gần ô tô, 8.6 tỷ, 46m2, mặt tiền 4.2m","8,6 tỷ",46 m²,3,5,"Ba Đình, Hà Nội","Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",21.03318665,105.8278161
"Chính chủ bán căn 62m chung cư Vinhomes Green Bay Mễ Trì, Đại lộ Thăng Long, Nam Từ Liêm",Giá thỏa thuận,62 m²,2,1,"Nam Từ Liêm, Hà Nội","Vinhomes Green Bay Mễ Trì, Đại lộ Thăng Long, Mễ Trì, Nam Từ Liêm, Hà Nội",21.0014774,105.7854993
"7,7 tỷ - nhà mặt tiền - Thạnh Mỹ Lợi quận 2 - 75m2 - 5PN - 3 tầng - đường 8m - hàng hiếm giá tốt","7,7 tỷ",75 m²,5,6,"Quận 2, Hồ Chí Minh","Đường 19, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",10.77073175,106.7702559
Chính chủ định cư nước ngoài cần bán căn hộ Diamond Riverside 2T650 bao thuế phí sang tên DT: 73m2,"2,65 tỷ",73 m²,2,2,"Quận 8, Hồ Chí Minh"," Đường Võ Văn Kiệt,  Phường 16,  Quận 8,  Hồ Chí Minh",10.72606923,106.6198035
Bán biệt thự đơn lập Mỹ Quang khu cảnh đồi Phú Mỹ Hưng. Nhà mới giá tốt. Khu dân cư cao cấp,148 tỷ,"352,5 m²",4,3,"Quận 7, Hồ Chí Minh"," Đường Lý Long Tường,  Phường Tân Phong,  Quận 7,  Hồ Chí Minh",10.72363433,106.7130348
Bán căn hộ Hưng Vượng 1 nhà đẹp giá rẻ nhất khu Phú Mỹ Hưng,"3,35 tỷ",77 m²,3,1,"Quận 7, Hồ Chí Minh"," Đường Nguyễn Văn Linh,  Phường Tân Phong,  Quận 7,  Hồ Chí Minh",10.72920299,106.7119861
HÀNG HIẾM ÁP GÓC| GIÁ CỰC ƯU ĐÃI| GẦN TRUNG TÂM GIẢI TRÍ GRAND WORLD VÀ TRƯỜNG HỌC| VINHOMES CỔ LOA,"17,87 tỷ",63 m²,6,4,"Đông Anh, Hà Nội","Vinhomes Cổ Loa, Cổ Loa, Đông Hội, Đông Anh, Hà Nội",21.0966838,105.8680621
Đón sóng Vinhomes Vũ Yên 1 căn Centa City 75m2 giá rẻ nhất thị trường. LH 0866 666 ***,"3,6 tỷ",75 m²,4,3,"Thủy Nguyên, Hải Phòng"," Đường 359,  Phường An Lư,  Thủy Nguyên,  Hải Phòng",20.9277526,106.6958553
"Chính chủ cần cắt lỗ cực sâu shophouse 60m2, thông thẳng ra chung cư Masterise, sổ đỏ vĩnh viễn",Giá thỏa thuận,60 m²,7,4,"Văn Giang, Hưng Yên"," Xã Nghĩa Trụ,  Văn Giang,  Hưng Yên",20.9298976,105.963275
Chính chủ: Cần bán lô biệt thự 200m2 và liền kề 99m2 vị trí đẹp full nội thất cao cấp và thang máy.,73 tỷ,200 m²,6,6,"Hoàng Mai, Hà Nội"," Đường Nghiêm Xuân Yêm,  Phường Đại Kim,  Hoàng Mai,  Hà Nội",20.9728558,105.8188232
"Nhà đẹp phố Lê Thánh Tông, BDS giá trị đầu tư ở sướng đang có dòng tiền cho thuê hiệu quả",13 tỷ,45 m²,4,5,"Hoàn Kiếm, Hà Nội","Đường Lê Thánh Tông, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội",21.0210957,105.8579407
"Chính chủ bán nhà 5T Chiến Thắng, VQ, Hà Đông (Ngay HVAN và HVKT Mật Mã). Kinh doanh. Ôtô. Giá 8tỷ6","8,6 tỷ",38 m²,4,4,"Hà Đông, Hà Nội","Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",20.9806085,105.7949949
"3PN bán gấp tại Q2 Thảo Điền - Chuyên Penthouse, 1PN, 2PN, 3PN, 4PN hàng ngộp - 0908 186 ***",12 tỷ,100 m²,3,2,"Quận 2, Hồ Chí Minh","Q2 Thảo Điền, Đường Võ Trường Toản, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.8037248,106.7462249
"Bán nhà 46m2 Bát Khối, Cổ Linh, Gần Cầu Vĩnh Tuy, Thanh Trì, Dân xây, An Ninh Tuyệt Đối",6 tỷ,46 m²,4,4,"Long Biên, Hà Nội","Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",21.00582879,105.9080146
"Bán nhà dân xây ngõ Hòa Bình 4, ngõ ô tô cực rộng gần phố, 5 tầng 3 ngủ. Sổ đỏ vuông đẹp","6,85 tỷ",29 m²,3,4,"Hai Bà Trưng, Hà Nội","Ngõ Hòa Bình 4, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.9962306,105.857312
"Bán gấp Căn hộ 75m2, 5,1 tỷ tại Nguyễn Đức Cảnh, Tương Mai, Hoàng Mai, Tương Mai, Hoàng Mai, Hà Nội","5,1 tỷ",75 m²,2,2,"Hoàng Mai, Hà Nội","HUD3 Nguyễn Đức Cảnh, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",20.9893917,105.8533294
"Bán nhà 42m2 xây 4 tầng đường Sư Vạn Hạnh,Q10 giá 3tỷ050.Gần Vạn Hạnh Mall.Hẻm 8m.Cho thuê 12tr","3,05 tỷ",42 m²,4,3,"Quận 10, Hồ Chí Minh","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",10.77089035,106.6700976
Nhà đẹp - thang máy sịn - ở ngay Q. Hai Bà Trưng,"9,5 tỷ",38 m²,3,4,"Hai Bà Trưng, Hà Nội","Phố Chùa Quỳnh, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",21.00101694,105.8581395
"Bán NR 5PN, 4WC, 50.9m2 tại Phú Lãm, Hà Đông, 5,15 tỷ. ĐẦU TƯ CHO THUÊ THOẢI MÁI","5,15 tỷ","50,9 m²",5,4,"Hà Đông, Hà Nội","Phường Phú Lãm, Hà Đông, Hà Nội",20.9426807,105.7526272
"Tôi cần bán gấp căn nhà 37m2x3 tầng,gần QL6, BX Yên Nghĩa. Giá 3,85 tỷ. Lh: 0983 227 *** (A. Thanh)","3,85 tỷ",37 m²,3,3,"Hà Đông, Hà Nội","Đường 6, Phường Đồng Mai, Hà Đông, Hà Nội",20.9281504,105.7396539
"Nhà mới 100% - 6 x 27 mét, xã Gia Thuận, Gò Công Đông, Tiền giang, Sổ hồng + nội thất 790 triệu",790 triệu,162 m²,2,1,"Gò Công Đông, Tiền Giang","Xã Gia Thuận, Gò Công Đông, Tiền Giang",10.4400471,106.7237914
"Gấp! Chính chủ bán nhanh căn hộ 2PN chung cư Seasons Avenue, full đồ đẹp, giá rẻ hơn thị trường",5 tỷ,72 m²,2,2,"Hà Đông, Hà Nội"," Phường Mỗ Lao,  Hà Đông,  Hà Nội",20.9821715,105.7842539
Bán nhà Sapphire Gem cạnh trung tâm hành chính với quỹ căn giá tốt vị trí đẹp. liên hệ 0898 260 ***,"5,8 tỷ",110 m²,4,5,"Thủy Nguyên, Hải Phòng"," Đường 9C,  Phường Thủy Đường,  Thủy Nguyên,  Hải Phòng",20.9204971,106.6805479
"Bán nhà Quận 7 MT đường Số 40(LG 16m) Tân Quy Đông, P. Tân Phong, 6x15m trệt 3 lầu, ở và làm VP cty",19 tỷ,90 m²,4,5,"Quận 7, Hồ Chí Minh","Đường Số 40, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.73668123,106.7097367
"CC cần bán nhà phố Nguyên Hồng 80m2x8T. MT:16m.Nhà đẹp Lô góc 2 mặt tiền.Ngõ to hơn phố,Sổ đẹp",56 tỷ,80 m²,6,6,"Đống Đa, Hà Nội","Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội",21.0148521,105.8116394
"chỉ 1, 4x tỷ nhận ngay chìa khoá căn hộ Sea view Tower view biển núi,View KĐT Vin làng vân cực xịn","1,75 tỷ","59,6 m²",2,2,"Liên Chiểu, Đà Nẵng"," Đường Mê Linh,  Phường Hòa Hiệp Nam,  Liên Chiểu,  Đà Nẵng",16.1043829,108.1329695
"Bán nhà phố vườn 1 trệt 3 lầu trong khu compound đăng cấp tại Bình Chánh, chỉ từ 80tr/m2",10 tỷ,105 m²,4,3,"Bình Chánh, Hồ Chí Minh","The Meadow Bình Chánh, Trần Văn Giàu, Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",10.7908153,106.5772533
"Bán căn hộ 2PN Eaton Park, mặt tiền Mai Chí Thọ, An Phú, Quận 2, liền kề nút giao An Phú",13 tỷ,75 m²,2,2,"Quận 2, Hồ Chí Minh"," Đường Mai Chí Thọ,  Phường An Phú,  Quận 2,  Hồ Chí Minh",10.7365876,106.7120245
"Chính chủ bán căn 2PN hướng Đông Nam giá rẻ nhất dự án FPT Plaza 3. Giá 1,9x tỷ",Giá thỏa thuận,57 m²,3,2,"Ngũ Hành Sơn, Đà Nẵng"," Đường Hoàng Minh Thắng,  Phường Hòa Hải,  Ngũ Hành Sơn,  Đà Nẵng",15.98224935,108.2608304
Cực rẻ - bán căn hộ tại khu tập thể quân khu thủ đô số 55 ngõ 781 Khương Trung 80m giá 2 tỷ 9,"2,9 tỷ",80 m²,3,1,"Thanh Xuân, Hà Nội","Phường Khương Trung, Thanh Xuân, Hà Nội",20.9973125,105.8222383
"Bán CC 2PN, 2WC, 65m2 tại À La Carte Hotel, Dương Đình Nghệ, 4,7 tỷ cực chất","4,7 tỷ",65 m²,2,2,"Sơn Trà, Đà Nẵng","À La Carte Hotel, Dương Đình Nghệ, Phước Mỹ, Sơn Trà, Đà Nẵng",16.06876059,108.2380379
"Bán căn hộ chung cư tại Lê Đức Thọ, 4,45 tỷ, 71m2, 2PN, 1WC, đầy đủ nội thất","4,45 tỷ",71 m²,2,1,"Cầu Giấy, Hà Nội","Đường Lê Đức Thọ, Phường Mai Dịch, Cầu Giấy, Hà Nội",21.03800153,105.7720194
NHÀ ĐẸP 4 TẦNG PHỐ QUAN NHÂN- FULL NỘI THẤT- GẦN PHỐ- NGÕ RỘNG BA GÁC- TIỆN ÍCH NGẬP TRÀN.,"7,5 tỷ",30 m²,4,4,"Thanh Xuân, Hà Nội","Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.00016666,105.8099835
"Chính chủ bán nhanh nhà phố Thái Thịnh, 33 tỷ, vị trí vàng, 71m2 ô tô tránh xe tải 7T thang máy KD",33 tỷ,71 m²,12,6,"Đống Đa, Hà Nội","Thái Thịnh, Láng Hạ, Đống Đa, Hà Nội",21.01346212,105.8155458
"Bán chuyển nhượng căn hộ Duplex chung cư Penstudio Tây Hồ 76m2 - 91m2, Full đồ nội thất 0822 786 ***",Giá thỏa thuận,76 m²,1,2,"Tây Hồ, Hà Nội"," Đường Lạc Long Quân,  Phường Phú Thượng,  Tây Hồ,  Hà Nội",21.07332352,105.8127116
"Bán Nhà mặt phố tại Nhân Chính, Thanh Xuân, Hà Nội, 79m2, giá thỏa thuận, view đẹp, chính chủ",Giá thỏa thuận,79 m²,26,26,"Thanh Xuân, Hà Nội","Phường Nhân Chính, Thanh Xuân, Hà Nội",21.0039313,105.8046282
"(Gấp) Nhà Thuận An, 2 lầu, 2PN, Giá: 2.95 tỷ, Kinh doanh được, đường Oto 12m, SHR sang tên ngay","2,95 tỷ",60 m²,2,3,"Thuận An, Bình Dương","Đường ĐT 743, Phường Bình Chuẩn, Thuận An, Bình Dương",10.9843141,106.7227363
"Sun Symphony Đà Nẵng - Căn hộ 3PN view biển giá rẻ nhất thị trường, chiết khấu 21%. Hỗ trợ vay NH.","4,8 tỷ","88,3 m²",3,2,"Sơn Trà, Đà Nẵng"," Đường Trần Hưng Đạo,  Phường Nại Hiên Đông ,  Sơn Trà,  Đà Nẵng",16.08516825,108.2288678
Bán nhà mặt tiền Hải Thượng Lãn Ông kinh doanh sầm uất ngay chợ lớn Bình Tây,37 tỷ,66 m²,6,4,"Quận 5, Hồ Chí Minh","Đường Hải Thượng Lãn Ông, Phường 13, Quận 5, Hồ Chí Minh",10.75077211,106.6546586
CC CONIC RIVERSIDE CẦN BÁN (1PN - 1.950 ĐẾN 2.150) | (2PN - 2.550 ĐẾN 2.850) - ĐÃ CÓ SỔ HỒNG,"1,95 tỷ",50 m²,1,1,"Quận 8, Hồ Chí Minh"," Phố Tạ Quang Bửu,  Phường 7,  Quận 8,  Hồ Chí Minh",10.7056884,106.624332
"BIỆT THỰ VƯỜN HỒ ĐẲNG CẤP TẠI VINHOMES THĂNG LONG - 130M, FULL NỘI THẤT, 7M MẶT, GIÁ 24 TỶ",24 tỷ,130 m²,5,5,"Hoài Đức, Hà Nội","Vinhomes Thăng Long, An Khánh, Hoài Đức, Hà Nội",20.9981325,105.7196537
"Căn 2PN tầng trung, view về Bitexco 20.5 tỷ, Full nội thất, suất nước ngoài mua được. LH 0931 338 ***","20,5 tỷ",70 m²,2,2,"Quận 2, Hồ Chí Minh","The Opera Residence, Đại Lộ Vòng Cung, Thủ Thiêm, Quận 2, Hồ Chí Minh",10.78263325,106.7193548
"BÁN NHÀ KIM MÃ, LÕI BA ĐÌNH, ĐỘC NHẤT VÔ NHỊ, NHÀ MỚI THƠM PHỨC, 30M2, 5.3 TỶ","5,3 tỷ",30 m²,3,4,"Ba Đình, Hà Nội","Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",21.03190699,105.8257849
"Bán nhà (mặt tiền) 6*17 Phú Thọ Hoà - Phường Phú Thọ Hoà, Quận Tân Phú, HCM","18,9 tỷ",97 m²,3,2,"Tân Phú, Hồ Chí Minh","314 Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.7856487,106.6343955
"Nhà bán mới đẹp, hầm + 4 tầng 5 x 19,3m 96m2. 5 PN, 4 Wc - KDC Đại Phúc, xã Bình Hưng, BC 11,8 tỷ","11,8 tỷ",96 m²,5,4,"Bình Chánh, Hồ Chí Minh"," Xã Bình Hưng,  Bình Chánh,  Hồ Chí Minh",10.7269776,106.65616
BÁN NHÀ MẶT PHỐ NGUYỄN VĂN TRỖI - -VỊ TRÍ CỰC ĐẸP - KINH DOANH - Ô TÔ TRÁNH - HOẶC XÂY TÒA NHÀ VĂN,Giá thỏa thuận,115 m²,6,6,"Thanh Xuân, Hà Nội","Đường Nguyễn Văn Trỗi, Phường Phương Liệt, Thanh Xuân, Hà Nội",20.9917597,105.8383742
BĐS Rồng Đỏ chuyên bán căn hộ FPT Plaza 3; hỗ trợ tìm kiếm căn hộ theo nhu cầu của Quý khách,"1,88 tỷ",58 m²,2,2,"Ngũ Hành Sơn, Đà Nẵng"," Đường Hoàng Minh Thắng,  Phường Hòa Hải,  Ngũ Hành Sơn,  Đà Nẵng",15.98224935,108.2608304
"Bán Căn Tập Thể 2 Ngủ, 2 Mặt Thoáng, Ngõ Ô Tô Tránh Gần Nguyễn Chí Thanh","4,5 tỷ",65 m²,2,1,"Đống Đa, Hà Nội","Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",21.01837733,105.8074738
Tổng Hợp Quỹ Căn 2PN - 3PN chuyển nhượng giá tốt nhất dự án Rose Town Ngọc Hồi.,"4,1 tỷ",66 m²,2,2,"Hoàng Mai, Hà Nội","Rose Town, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.959441,105.8434045
"Cần bán gấp căn hộ 109m - 3n2wc Royal City, nhà sửa 3n đẹp. Giá chỉ 9 tỷ, sổ sẵn. LH: 0898 567 ***",9 tỷ,109 m²,3,2,"Thanh Xuân, Hà Nội","Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",21.0043562,105.8159117
"Chuyên Gia Mua Bán Tại Emerald, Alnata, Alnata Plus, Brillant, Centeri (luôn cập nhật giá tốt nhất)","3,2 tỷ",53 m²,1,1,"Tân Phú, Hồ Chí Minh","Emerald - Celadon City, Đường N4, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",10.80225281,106.6175459
Chính chủ bán căn 3 ngủ Thiên Niên Kỷ giá tốt khách thiện chí có giảm thêm xem nhà 24/7,"6,5 tỷ",115 m²,3,2,"Hà Đông, Hà Nội","Tòa Tháp Thiên Niên Kỷ - Hatay Millennium, Quang Trung, Quang Trung, Hà Đông, Hà Nội",20.96333645,105.7662905
Quỹ căn hộ cần chuyển nhượng giá tốt nhất - gọi xem nhà ngay hôm nay. Hotline 0989 138 ***,"20,5 tỷ",115 m²,3,2,"Ba Đình, Hà Nội","Vinhomes Metropolis - Liễu Giai, 29, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",21.03190525,105.8139799
"Bán Căn hộ chung cư tại Hậu Giang, 2 tỷ, 44,2 m2, 1PN, 1WC, Đầy đủ nội thất, Hot!",2 tỷ,"44,2 m²",1,1,"Quận 6, Hồ Chí Minh","Đường Hậu Giang, Phường 2, Quận 6, Hồ Chí Minh",10.7498235,106.6422338
"Chuyên bán CH City Gate, có nhiều căn 2 và 3 phòng ngủ đang cần bán giá từ 2.3 tỷ. LH: 0902 861 ***","2,3 tỷ",73 m²,2,2,"Quận 8, Hồ Chí Minh","City Gate Towers, số 15, Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh",10.72606923,106.6198035
"Bán nhà mặt phố DN5 KDC An Sương, Nguyễn Văn Quá, Tân Hưng Thuận, Quận 12, HCM, 8.95 tỷ, 141 m2","8,95 tỷ",141 m²,4,4,"Quận 12, Hồ Chí Minh","Khu dân cư An Sương, Nguyễn Văn Quá, Tân Hưng Thuận, Quận 12, Hồ Chí Minh",10.82982097,106.6270826
"Quỹ căn 2 ngủ, 3 ngủ tầng đẹp, giá tốt nhất thị trường - chung cư Moonlight1",Giá thỏa thuận,69 m²,2,2,"Hoài Đức, Hà Nội"," Xã Vân Canh,  Hoài Đức,  Hà Nội",21.0349666,105.7296033
Giá Có Sổ Hồng CH Privia giá Stu-2.5tỷ/1PN-3tỷ/2PN-3.9tỷ/3PN-4.7tỷ bao full phí LH xem nhà 24/7,"3,7 tỷ",68 m²,2,2,"Bình Tân, Hồ Chí Minh"," Đường An Dương Vương,  Phường An Lạc,  Bình Tân,  Hồ Chí Minh",10.7223892,106.6197111
Căn hộ 2 phòng ngủ 61m2 giá chỉ 2.523 tỷ thanh toán dài hạn 2 năm,"2,52 tỷ",61 m²,2,1,"Thủ Dầu Một, Bình Dương"," Phường Hòa Phú,  Thủ Dầu Một,  Bình Dương",11.065061,106.6838939
NHÀ TÂY SƠN Ô TÔ ĐỖ CỬA - THOÁNG TRƯỚC SAU 55M2 X 6 TẦNG NHỈNH 11 TỶ,"11,55 tỷ",55 m²,6,5,"Đống Đa, Hà Nội","Đường Tây Sơn, Phường Thịnh Quang, Đống Đa, Hà Nội",21.0085471,105.8174276
"Nhà riêng 2 tầng tại Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh. Giá 4,999 tỷ",5 tỷ,125 m²,11,11,"Nhà Bè, Hồ Chí Minh","Caau Rạch tôm Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",10.672965,106.6990041
11.x TỶ-41M2-Ô TÔ-KD-PHÂN LÔ VỈA HÈ-HIẾM-HAI BÀ TRƯNG,"11,6 tỷ",41 m²,4,4,"Hai Bà Trưng, Hà Nội","Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",21.0063673,105.8564558
3PN FULL 6TY55 BAO HẾT CẦN BÁN GẤP THE SUNAVENUE,"6,55 tỷ",86 m²,3,2,"Quận 2, Hồ Chí Minh","The Sun Avenue, Mai Chí Thọ, An Phú, Quận 2, Hồ Chí Minh",10.795478,106.7365254
"Bán shophouse Grand Wolrd Phú Quốc 210m2, kế bên Bảo Tàng Gấu, chỉ nhỉnh 7 tỷ","7,9 tỷ",84 m²,6,7,"Phú Quốc, Kiên Giang","Grand World Phú Quốc, Gành Dầu, Phú Quốc, Kiên Giang",10.32493995,103.8580993
"Bán CCMN Yên Hòa, Trung Kính mặt tiền 6.5m x 83m2 x 7T x 23PKK, dòng tiền 90tr/th, PCCC đầy đủ",19 tỷ,83 m²,23,23,"Cầu Giấy, Hà Nội","Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.01577812,105.7967178
Quỹ căn chuyển nhượng giá tốt tháng 3/2025 tại Ecopark,"2,25 tỷ",49 m²,1,1,"Văn Giang, Hưng Yên"," Đường Trúc,  Xã Xuân Quan,  Văn Giang,  Hưng Yên",20.9577012,105.9161321
"Căn hộ đẹp tại Mailand Hanoi City, giá thỏa thuận, 88m2, 2PN, 2WC giá 5,x",Giá thỏa thuận,88 m²,2,2,"Hoài Đức, Hà Nội","Mailand Hanoi City, Đại lộ Thăng Long, An Khánh, Hoài Đức, Hà Nội",21.01100426,105.7267745
6.15 TỶ-TRUNG TÂM QUẬN - KHU VỰC VIP BÁCH KINH XÂY - DÂN XÂY - LÔ GÓC 3 THOÁNG - Ô TÔ CẠNH NHÀ,"6,1 tỷ",30 m²,3,3,"Hai Bà Trưng, Hà Nội","Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",20.99949034,105.8503951
"Giỏ hàng nội bộ đầy đủ các căn 2PN, 3PN, duplex, chiết khấu 25%,thanh toán 30% nhận nhà ngay","5,95 tỷ",87 m²,3,2,"Tân Phú, Hồ Chí Minh","Diamond Centery, N1, Sơn Kỳ, Tân Phú, Hồ Chí Minh",10.8040522,106.6206836
BÁN GẤP CĂN NHÀ PHƯỜNG TRUNG DŨNG BIÊN HOÀ ĐỒNG NAI ĐỂ ĐI NƯỚC NGOÀI,"1,8 tỷ",40 m²,2,2,"Biên Hòa, Đồng Nai","Đường 2, Phường Trung Dũng, Biên Hòa, Đồng Nai",10.94450655,106.824372
Chính chủ bán khách sạn 3 sao Đà Nẵng ngay cạnh bãi tắm biển Phạm Văn Đồng,33 tỷ,200 m²,36,39,"Sơn Trà, Đà Nẵng","À La Carte Hotel, Đường Phạm Thiều, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.07218233,108.2427133
