Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Địa chỉ chi tiết
"Bán đất diện tích 50m2 tại Phố Viên, Cổ Nhuế 2, Bắc Từ Liêm, giá 750 triệu",750 triệu,50 m²,Không có thông tin,Không có thông tin,"Bắc Từ Liêm, Hà Nội","Đường Phố Viên, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội"
"Căn hộ đẹp tại Mailand Hanoi City, giá thỏa thuận, 88m2, 2PN, 2WC giá 5,x",Giá thỏa thuận,88 m²,2,2,"Hoài Đức, Hà Nội","Mailand Hanoi City, Đại lộ Thăng Long, An Khánh, Hoài Đức, Hà Nội"
Ngộp Bank Một lô Duy nhất thái sơn 1. sổ Hồng Cầm tay DT 10 x25 giá 58tr/m2 LH 0777 789 ***,"14,5 tỷ",250 m²,Không có thông tin,Không có thông tin,"Nhà Bè, Hồ Chí Minh","Thái Sơn 1, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
Bán toà nhà MT Nguyễn Văn Kỉnh 16x25m 1 hầm 7 lầu hoàn công đầy đủ toà nhà VP Công ty,140 tỷ,350 m²,Không có thông tin,Không có thông tin,"Quận 2, Hồ Chí Minh","Thạnh Mỹ Lợi, Đường Nguyễn Văn Kỉnh, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
6.15 TỶ-TRUNG TÂM QUẬN - KHU VỰC VIP BÁCH KINH XÂY - DÂN XÂY - LÔ GÓC 3 THOÁNG - Ô TÔ CẠNH NHÀ,"6,1 tỷ",30 m²,3,3,"Hai Bà Trưng, Hà Nội","Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội"
CẦN CHUYỂN NHƯỢNG 2 LÔ ĐẤT 1717 và 1424 LIỀN KỀ - GIÁ TỐT MÙA THU,Giá thỏa thuận,1.717 m²,Không có thông tin,Không có thông tin,"Thạch Thất, Hà Nội","Tiến Xuân, Thạch Thất, Hà Nội"
"Giỏ hàng nội bộ đầy đủ các căn 2PN, 3PN, duplex, chiết khấu 25%,thanh toán 30% nhận nhà ngay","5,95 tỷ",87 m²,3,2,"Tân Phú, Hồ Chí Minh","Diamond Centery, N1, Sơn Kỳ, Tân Phú, Hồ Chí Minh"
BÁN GẤP CĂN NHÀ PHƯỜNG TRUNG DŨNG BIÊN HOÀ ĐỒNG NAI ĐỂ ĐI NƯỚC NGOÀI,"1,8 tỷ",40 m²,2,2,"Biên Hòa, Đồng Nai","Đường 2, Phường Trung Dũng, Biên Hòa, Đồng Nai"
Chính chủ bán khách sạn 3 sao Đà Nẵng ngay cạnh bãi tắm biển Phạm Văn Đồng,33 tỷ,200 m²,36,39,"Sơn Trà, Đà Nẵng","À La Carte Hotel, Đường Phạm Thiều, Phường Phước Mỹ, Sơn Trà, Đà Nẵng"
Bán đất 2 mặt tiền trước sau đường 10m5 Phan Tứ thông biển gần An Thượng giá rẻ,Giá thỏa thuận,"264,6 m²",Không có thông tin,Không có thông tin,"Ngũ Hành Sơn, Đà Nẵng","Đường Phan Tứ, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng"
"Bán đất 2 mặt tiền đường 15m Trần Nhân Tông gần ngay Khúc Hạo giá Rẻ 9,9 tỷ ngang 6,5m KD tốt","9,9 tỷ",111 m²,Không có thông tin,Không có thông tin,"Sơn Trà, Đà Nẵng","Đường Trần Nhân Tông, Phường An Hải Bắc, Sơn Trà, Đà Nẵng"
"Cần bán gấp nhà Phố Cổ Linh, DT 100m2, MT 15m, lô góc, 2 mặt đường, Kinh doanh, nhà hàng, cafe",28 tỷ,100 m²,4,4,"Long Biên, Hà Nội","Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội"
"Bán nhà 4 tầng thang máy tại Trang Quan, An Đồng, An Dương 64m2 giá chỉ 3,899 tỷ","3,9 tỷ",64 m²,4,4,"An Dương, Hải Phòng","Đường Trang Quan, Xã An Đồng, An Dương, Hải Phòng"
"BÁN NHÀ - 72M2 - HẺM NHỰA, XE HƠI THÔNG - LÊ QUANG ĐỊNH - BÌNH THẠNH - ĐANG CHO THUÊ CHDV -10.8 TỶ","10,8 tỷ",75 m²,8,8,"Bình Thạnh, Hồ Chí Minh","Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh"
"BÁN TÒA CHDV PHỐ MỸ ĐÌNH NHÂN MỸ, 60M,8 T THANG MÁY,12P KK, 2 THOÁNG,DTIEN 65TR/TH, GPXD PCCC ĐẠT","11,9 tỷ",60 m²,12,12,"Nam Từ Liêm, Hà Nội","Khu đô thị Mỹ Đình II, Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
Bán biệt thự Phùng Khoang Trung Văn 135m2 5 tầng mặt tiền 8m hơn 32 tỷ ôtô tránh vỉa hè phânlô LHCC,"32,6 tỷ",135 m²,4,4,"Nam Từ Liêm, Hà Nội","Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội"
Bán nhà mặt phố Lê Trọng Tấn Lê Quang Đạo 110m2 mặt tiền 8.5m hơn 31 tỷ C4 Hà Đông KD phân lô,"31,5 tỷ",110 m²,1,1,"Hà Đông, Hà Nội","Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội"
"Chính chủ bán nhà tại Miêu Nha, Tây Mỗ, Nam Từ Liêm, Hà Nội",Giá thỏa thuận,"48,7 m²",Không có thông tin,Không có thông tin,"Nam Từ Liêm, Hà Nội","Đường Miêu Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
Bán nhà mặt phố Tố Hữu Tera An Hưng 330m2 8T mặt tiền 30m hơn 159 tỷ KinhDoanh ThangMáy Thuê 4 Tỷ/n,"159,99 tỷ",330 m²,8,8,"Thanh Xuân, Hà Nội","Đường Tố Hữu, Phường Nhân Chính, Thanh Xuân, Hà Nội"
Bán nhà Mậu Lương 62m2 4 tầng mặt tiền 5m hơn 14 tỷ Khu đấu giá ôtô tránh vỉa hè KD LHCC 0961 318 ***,"14,7 tỷ",62 m²,6,5,"Hà Đông, Hà Nội","Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội"
Bán nhà mặt phố Thanh Bình Hà Đông 90m2 4 tầng hơn 19 tỷ vỉa hè kinh doanh bất chấp ô tô tránh,20 tỷ,90 m²,4,4,"Hà Đông, Hà Nội","Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội"
"Đất nền KDC Kiến Á, đường Liên Phường, Phước Long B, TP. Thủ Đức","9,59 tỷ",135 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","KDC Kiến Á, Liên Phường, Phước Long B, Quận 9, Hồ Chí Minh"
Bán nhà Mỗ Lao Thanh Bình 220m2 3t mặt tiền 31m hơn 37 tỷ phân lô ô tô tránh vỉa hè LHCC 0961 318 ***,38 tỷ,220 m²,Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội"
Bán đất Văn Phú Hà Đông 60m2 mặt tiền 4.5m hơn 14 tỷ phân lô ô tô tránh vỉa hè LHCC 0961 318 ***,"14,5 tỷ",60 m²,Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","Đường Văn La, Phường Phú La, Hà Đông, Hà Nội"
Bán nhà Hàng Bè Kiến Hưng 52m2 mặt tiền 4m hơn 11 tỷ c4 Dịch vụ PhânLô ôtô tránh VỉaHè CC0961 318 ***,"11,5 tỷ",52 m²,1,1,"Hà Đông, Hà Nội","Phố Bà Triệu, Phường Hà Cầu, Hà Đông, Hà Nội"
CHÍNH CHỦ BÁN CĂN VIEW HỒ ĐỀN LỪ 70m FULL ĐỒ Ở SƯỚNG .,"4,15 tỷ",70 m²,2,2,"Hoàng Mai, Hà Nội","Đường Đền Lừ 2, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội"
"Bán nhà đường Nguyễn Thái Học P. Trần Phú, TP Hà Giang DT 91.4m2 x 3 tầng, kinh doanh doanh sầm uất","8,8 tỷ","91,4 m²",Không có thông tin,Không có thông tin,"Hà Giang, Hà Giang","Số 148, Đường Nguyễn Thái Học, Phường Trần Phú, Hà Giang, Hà Giang"
"CC bán đất xã Tam Nghĩa, Núi Thành, Quảng Nam, gần sân bay Chu Lai, đầu tư xây dựng, kinh doanh","3,3 tỷ",1.000 m²,Không có thông tin,Không có thông tin,"Núi Thành, Quảng Nam","Xã Tam Nghĩa, Núi Thành, Quảng Nam"
"Với 700tr sở hữu căn hộ The Glory, ngân hàng hỗ trợ 80%, ân hạn gốc 2 năm, 0% lãi suất trong 2 năm","2,2 tỷ",48 m²,1,1,"Thủ Dầu Một, Bình Dương","Midori Park The Glory, Đường Lý Thái Tổ, Phường Hòa Phú, Thủ Dầu Một, Bình Dương"
MẶT TIỀN HÀ HUY GIÁP 2300M2 FULL THỔ CƯ TẠI BIÊN HOÀ,160 tỷ,2.300 m²,Không có thông tin,Không có thông tin,"Biên Hòa, Đồng Nai","Đường Hà Huy Giáp, Phường Quyết Thắng, Biên Hòa, Đồng Nai"
"Toàn Nhà Vip! MT Nguyễn Gia Trí - D2, Bình Thạnh. DT: 8x20m (160m2) Hầm 8 Tầng, HĐ thuê 350tr 80 Tỷ",80 tỷ,160 m²,10,10,"Bình Thạnh, Hồ Chí Minh","Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh"
"Mình cần bán lô đất 102m2 trục chính đường Sơn Đông, ngay ngã 3 chợ. Chỉ hơn 2 tỷ thương lượng","2,2 tỷ",102 m²,Không có thông tin,Không có thông tin,"Sơn Tây, Hà Nội","Xã Sơn Đông, Sơn Tây, Hà Nội"
Giảm thêm 1.9 tỷ - Bán nhanh BT compound The Aqua Waterpoint - Nam Long. Hotline 0914 732 ***,"8,5 tỷ",225 m²,4,3,"Bến Lức, Long An","Khu đô thị Waterpoint, Tỉnh lộ 824, An Thạnh, Bến Lức, Long An"
Bán căn hộ Dulex 170m2 Sunshine Green Iconic,"12,8 tỷ",170 m²,3,4,"Long Biên, Hà Nội","Sunshine Green Iconic, Phường Phúc Đồng, Long Biên, Hà Nội"
MẶT TIỀN HÀ HUY GIÁP 2300M2 FULL THỔ CƯ TẠI BIÊN HOÀ,160 tỷ,2.300 m²,Không có thông tin,Không có thông tin,"Biên Hòa, Đồng Nai","Đường Hà Huy Giáp, Phường Quyết Thắng, Biên Hòa, Đồng Nai"
"Toàn Nhà Vip! MT Nguyễn Gia Trí - D2, Bình Thạnh. DT: 8x20m (160m2) Hầm 8 Tầng, HĐ thuê 350tr 80 Tỷ",80 tỷ,160 m²,10,10,"Bình Thạnh, Hồ Chí Minh","Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh"
"Mình cần bán lô đất 102m2 trục chính đường Sơn Đông, ngay ngã 3 chợ. Chỉ hơn 2 tỷ thương lượng","2,2 tỷ",102 m²,Không có thông tin,Không có thông tin,"Sơn Tây, Hà Nội","Xã Sơn Đông, Sơn Tây, Hà Nội"
Giảm thêm 1.9 tỷ - Bán nhanh BT compound The Aqua Waterpoint - Nam Long. Hotline 0914 732 ***,"8,5 tỷ",225 m²,4,3,"Bến Lức, Long An","Khu đô thị Waterpoint, Tỉnh lộ 824, An Thạnh, Bến Lức, Long An"
Bán căn hộ Dulex 170m2 Sunshine Green Iconic,"12,8 tỷ",170 m²,3,4,"Long Biên, Hà Nội","Sunshine Green Iconic, Phường Phúc Đồng, Long Biên, Hà Nội"
"Cc cần bán 64,7m2 tại lại thượng thạch thất",Giá thỏa thuận,"64,7 m²",Không có thông tin,Không có thông tin,"Thạch Thất, Hà Nội","Xã Lại Thượng, Thạch Thất, Hà Nội"
"Đất rẻ nhất Gia Đông, THuận Thành, Bắc Ninh, DT 76m giá 1.58 tỷ","1,58 tỷ",76 m²,Không có thông tin,Không có thông tin,"Thuận Thành, Bắc Ninh","Đường Đông Côi, Xã Gia Đông, Thuận Thành, Bắc Ninh"
"Bán lô đât 91m ở thôn Đồi Vua, Sơn Tây. Mặt tiền 10m kinh doanh tốt. Ô tô tránh thoải mái","1,65 tỷ",91 m²,Không có thông tin,Không có thông tin,"Sơn Tây, Hà Nội","Xã Sơn Đông, Sơn Tây, Hà Nội"
Phân khu 2 Victory Hậu Giang. Sàn giao dịch CĐT - D.I.C tại dự án hỗ trợ check mọi vị trí 24/24!,927 triệu,95 m²,Không có thông tin,Không có thông tin,"Vị Thanh, Hậu Giang","DIC Victory City, Đại lộ Võ Nguyên Giáp, 4, Vị Thanh, Hậu Giang"
"Bán lô 5x20m, TĐC Cảng Sông Phú Đinh, Ehomes 3, lô đối diện công viên","6,5 tỷ",100 m²,Không có thông tin,Không có thông tin,"Quận 8, Hồ Chí Minh","Đường Số 2, Phường 16, Quận 8, Hồ Chí Minh"
"Bán nhà riêng, đường số 8, P.BHH B, Q. Bìn Tân, Tp.HCM",6 tỷ,"73,1 m²",4,3,"Bình Tân, Hồ Chí Minh","Đường số 8, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh"
"Mặt tiền biển đường Phan Đức (32x50) - 1525m2 có sẵn 500m2 thổ cư, Đối diện khu lấn biển Vincom","53,38 tỷ",1.525 m²,Không có thông tin,Không có thông tin,"Cần Giờ, Hồ Chí Minh","Đường Phan Đức, Xã Long Hòa, Cần Giờ, Hồ Chí Minh"
Bán đất nền biệt thự Hà Quang 2 - Sót lại lô 300m2 đường số 3 giá siêu ngon 45tr,"13,5 tỷ",300 m²,Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","KĐT Lê Hồng Phong II, Đường Số 3, Phường Phước Hải, Nha Trang, Khánh Hòa"
"Em Tuấn chuyên bán Sudico Mỹ Đình Sông Đà các diện tích 57,90,100,115,133,151,183,205m2 giá tốt","3,6 tỷ",105 m²,3,2,"Nam Từ Liêm, Hà Nội","Dự án Sudico Mỹ Đình, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội."
"Chính chủ Bán CC 2PN, 1WC tại KĐT Phúc Đạt, Ngộp rẻ nhất khu","1,17 tỷ",50 m²,2,1,"Thủ Dầu Một, Bình Dương","KĐT Phúc Đạt, Đường Mỹ Phước Tân Vạn, Phường Phú Lợi, Thủ Dầu Một, Bình Dương"
Cần bán gấp góc 2MT Nguyễn Bình và Nguyễn Lộ Trạch- Hải Châu-Đà Nẵng,"11,5 tỷ",154 m²,Không có thông tin,Không có thông tin,"Hải Châu, Đà Nẵng","Regal Pavillon Đà Nẵng, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng"
"Cần bán CC Him Lam Chợ Lớn DT 83m2, 2PN lầu trung giá 3.6 tỷ chi tiết LH: 0901 416 *** hân","3,6 tỷ",83 m²,2,2,"Quận 6, Hồ Chí Minh","Dự án Him Lam Chợ Lớn, Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh"
Chính chủ kẹt ngân hàng giảm 500-1 tỷ bán gấp giá từ 6.6 tỷ DTich 61-135m 1-4Pn HaDo Quận 10 có sổ,"8,3 tỷ",86 m²,2,2,"Quận 10, Hồ Chí Minh","Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh"
"Rẻ nhất Kiêu Kỵ, Gia Lâm giáp Vinhome, ngõ đẹp, 54m giá 2.82 tỷ","2,82 tỷ",54 m²,Không có thông tin,Không có thông tin,"Gia Lâm, Hà Nội","Đường Kiêu Kỵ, Xã Kiêu Kỵ, Gia Lâm, Hà Nội"
Nhà 2 TẦNG | Đ. Hàn Hải Nguyên diện tích 48m2 chỉ 2 tỷ 460 triệu | Hẻm 5m SHR chính chủ,"2,46 tỷ",48 m²,4,3,"Quận 11, Hồ Chí Minh","Đường Hàn Hải Nguyên, Phường 10, Quận 11, Hồ Chí Minh"
"Tổng hợp quỹ căn hộ chính chủ tin tưởng gửi bán tại Vinhomes WestPoint, Cam kết giá tốt nhất","4,6 tỷ",60 m²,2,2,"Nam Từ Liêm, Hà Nội","Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội."
Bán Đất Mặt Tiền Duyên Hải Ngay Vòng Xoay Giá Ngộp Thở Hết Nổi 11.999 Tỷ,12 tỷ,250 m²,Không có thông tin,Không có thông tin,"Cần Giờ, Hồ Chí Minh","Vinhomes Long Beach Cần Giờ, Đường Duyên Hải, Xã Long Hòa, Cần Giờ, Hồ Chí Minh"
"Bán nhà phố MT đường Thống Nhất, Đức Trọng, Lâm Đồng, cách chợ Liên Nghĩa 200m, khu KD sầm uất","14,7 tỷ",75 m²,3,3,"Đức Trọng, Lâm Đồng","Đường Thống Nhất, Thị trấn Liên Nghĩa, Đức Trọng, Lâm Đồng"
Sở hữu lô đất biệt thự MT 17m khu đô thị trung tâm thương mại thị trấn Đinh Văn - Lâm Hà - Lâm Đồng,"8,3 tỷ",289 m²,Không có thông tin,Không có thông tin,"Lâm Hà, Lâm Đồng","Khu đô thị mới Đinh Văn, Hùng Vương, Đinh Văn, Lâm Hà, Lâm Đồng"
BÁN NHÀ 2 TẦNG MẶT TIỀN HỒNG BÀNG GIÁ RẺ CHO NHÀ ĐẦU TƯ,18 tỷ,109 m²,3,3,"Nha Trang, Khánh Hòa","Đường Hồng Bàng, Phường Tân Tiến, Nha Trang, Khánh Hòa"
"Nhà MT đường Nguyễn Cảnh Dị p4 Tân Bình , DT : 5X17 trệt 2 lầu ST , HĐT 35 tr/th khu VIP sân bay",14 tỷ,85 m²,5,4,"Tân Bình, Hồ Chí Minh","Đường Nguyễn Cảnh Dị, Phường 4, Tân Bình, Hồ Chí Minh"
"Bán 500m2 đất Phú Quốc, sổ đỏ chính chủ, Quy hoạch thổ cư","2,6 tỷ",501 m²,Không có thông tin,Không có thông tin,"Phú Quốc, Kiên Giang","Đường Búng Gội, Xã Cửa Dương, Phú Quốc, Kiên Giang"
"Ngộp! Chính chủ bán 5x20 đất thổ cư, sổ riêng sát Vinhomes Hậu Nghĩa giá 1 tỷ 3","1,3 tỷ",100 m²,Không có thông tin,Không có thông tin,"Đức Hòa, Long An","Đường 825, Thị trấn Hậu Nghĩa, Đức Hòa, Long An"
"Bán đất mặt tiền đường 7,5 m, trục chính, đường Phan Quang Định, khu TĐC Hoà Sơn 6","2,37 tỷ",100 m²,Không có thông tin,Không có thông tin,"Hòa Vang, Đà Nẵng","Đường Phan Quang Định, Xã Hòa Sơn, Hòa Vang, Đà Nẵng"
Liền kề phân lô Linh Đàm thiết kế 6 tầng full nội thất đẹp long lanh như hình. LH: 0986 786 ***,26 tỷ,"69,4 m²",6,6,"Hoàng Mai, Hà Nội","KĐT Linh Đàm, Đường Đặng Xuân Bảng, Phường Đại Kim, Hoàng Mai, Hà Nội."
"Bán nhanh căn nhà 1 trệt 1 lầu, 4x12m, xã Xuân Thới Sơn, Hóc Môn, mặt đường bê tông 7m",600 triệu,48 m²,Không có thông tin,Không có thông tin,"Hóc Môn, Hồ Chí Minh","Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh"
"Sót 1 lô MTKD nhỉnh 5 Tỷ - Mặt tiền đường ngay khu Himlam Linh Chiểu - Hoàng Diệu 2, ĐH Ngân Hàng","5,9 tỷ","61,2 m²",Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Đường Số 19, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh"
BÁN NHÀ XƯỞNG CỰC ĐẸP-ĐIỆN 3FA-ĐẦY ĐỦ TIỆN NGHI(ĐỒNG PHÚ-BÌNH PHƯỚC),"10,5 tỷ",1.600 m²,Không có thông tin,15,"Đồng Phú, Bình Phước","Xã Tân Tiến, Đồng Phú, Bình Phước"
Không người trông coi cần bán gấp nhà 474m2,"1,45 tỷ",474 m²,2,1,"Nam Đàn, Nghệ An","Xóm Yên Quả, Xã Hùng Tiến , Nam Đàn, Nghệ An"
"Cần bán duplex MCP giá 11,5 tỷ VND tại Vinhomes Grand Park, Quận 9","11,5 tỷ",133 m²,3,3,"Quận 9, Hồ Chí Minh","Masteri Centre Point, Long Bình, Quận 9, Hồ Chí Minh"
"BQL Gửi bán quỹ căn hộ Hoàng Thành Pearl, từ 2 - 3 phòng ngủ. Giá tốt nhất. LH 0865 624 ***",6 tỷ,80 m²,2,2,"Nam Từ Liêm, Hà Nội","Dự án Hoàng Thành Pearl, Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội"
"Bán đất Dự án Phú Nhuận Phước Long B, Tp.Thủ Đức Vị trí: Đối diện The Global City, sổ hồng từng lô","28,8 tỷ",384 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","KDC Phú Nhuận - Phước Long B, Phường Phước Long B, Quận 9, Hồ Chí Minh"
"Opal Skyline 84m2 3PN căn góc, giá 2.7 tỷ đã có sổ","2,7 tỷ",84 m²,3,2,"Thuận An, Bình Dương","Opal Skyline, KP Đông Nhì, Đường Nguyễn Văn Tiết, Phường Lái Thiêu, Thuận An, Bình Dương"
"SIÊU PHẨM: Bán nhà MT Cộng Hòa, Q. Tân Bình. DT: 12x24m. KC: hầm, 8 tầng. HĐT: 360tr/th. Giá: 69 tỷ",69 tỷ,252 m²,Không có thông tin,Không có thông tin,"Tân Bình, Hồ Chí Minh","Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh"
Bán nhanh 2PN Masteri An Phú đang có hợp đồng thuê 19tr LH 0904 379 ***,"6,6 tỷ",70 m²,2,2,"Quận 2, Hồ Chí Minh","Masteri An Phú, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
"Bán nhà mặt phố Duyên Hải, 12,3ỷ, 247m2, ngay vòng xoay long hòa hàng hiếm tại Cần Giờ, HCM","12,3 tỷ",240 m²,2,1,"Cần Giờ, Hồ Chí Minh","Đường Duyên Hải, Xã Long Hòa, Cần Giờ, Hồ Chí Minh"
Sở hữu nhà đẹp Suncasa Central với ưu đãi lên đến 100 triệu đồng,6 tỷ,250 m²,3,4,"Tân Uyên, Bình Dương","Dự án Sun Casa Central, Xã Vĩnh Tân, Tân Uyên, Bình Dương"
CỰC NÓNGDUY NHẤT 1 LÔ MẶT ĐƯỜNG TÂY SƠN 5 GIÁ CỰC RẺ,"3,8 tỷ",115 m²,Không có thông tin,Không có thông tin,"Sầm Sơn, Thanh Hóa","Đường Tây Sơn, Phường Quảng Châu, Sầm Sơn, Thanh Hóa"
"Bán căn LK 110m2 Sapphire Gem Hải Phòng giá đất chỉ 46triệu/m2 - Cách TTHC chính trị mới HP 1,5km","5,83 tỷ",110 m²,4,4,"Thủy Nguyên, Hải Phòng","Dự án Sapphire Gem Hải Phòng, Xã Thủy Đường, Thủy Nguyên, Hải Phòng"
"Bán căn hộ La Astoria, 1PN 45m2 giá 1,85 tỷ, 2PN 67m2 giá 2,5 tỷ, 3PN giá 2,8 tỷ LH 0915 698 ***","1,85 tỷ",45 m²,1,1,"Quận 2, Hồ Chí Minh","Dự án La Astoria, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
"Cần bán Căn hộ City Gate 2PN đầy đủ nội thất giá 2,4 tỷ, ngân hàng thẩm định cho vay 1tỷ7","2,4 tỷ",78 m²,2,2,"Quận 8, Hồ Chí Minh","City Gate Towers, số 15, Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh"
Cần Bán mấy lô góc 2 mặt tiền ngã 4 khu làng chài cực đẹp giá Rẻ,Giá thỏa thuận,"136,5 m²",Không có thông tin,Không có thông tin,"Hội An, Quảng Nam","Phường Cẩm An, Hội An, Quảng Nam"
HÀNG HIẾM GÒ VẤP - NHÀ MỚI NGANG 4.5M 3PN 3WC - HẺM BA GÁC THÔNG - NHỈNH 3 TỶ,"3,6 tỷ",35 m²,3,3,"Gò Vấp, Hồ Chí Minh","Đường Số 51, Phường 14, Gò Vấp, Hồ Chí Minh"
"Siêu phẩm đất nền lợi nhuân cao, giá sốc chỉ 5,5 tỷ sở hữa đất nền xây sẵn nhà","5,5 tỷ",110 m²,Không có thông tin,Không có thông tin,"Thủy Nguyên, Hải Phòng","Sapphire Gem Hải Phòng, Đường 10, Phường Thủy Đường, Thủy Nguyên, Hải Phòng"
"Ra hàng 7 lô Fo tại Thanh Thủy - Giá chỉ 3.5tr/m2 - Sát Hồ Phượng Mao, KST Vườn Vua, gần Whymham.",455 triệu,130 m²,Không có thông tin,Không có thông tin,"Thanh Thủy, Phú Thọ","Xã Tu Vũ, Thanh Thủy, Phú Thọ"
"9 căn nhà phố - Biệt thự Nam Long Trần Trọng Cung diện tích 5x24m, 8x24m, 12x24m giá từ 14.9 tỷ/căn","14,9 tỷ",120 m²,5,5,"Quận 7, Hồ Chí Minh","Dự án Nam Thông-KDC Nam Long, Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh"
"Bán CC 1PN, 47m2 tại Vinhomes Grand Park, 2 tỷ, TP Thủ Đức, HCM. Phân khu S5",2 tỷ,47 m²,1,1,"Quận 9, Hồ Chí Minh","Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Nhà 2 Tẩng Đ. Chế Lan Viên Tân Phú Giá 2 Tỷ 690/48m2 Hẻm Xe Hơi Khu Vực Sầm Uất,"2,69 tỷ",48 m²,4,4,"Tân Phú, Hồ Chí Minh","Đường Chế Lan Viên, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh"
"Sở hữu ngay căn hộ 36m2 gần công viên Gia Định, giá tốt chỉ 800 triệu nhận nhà liền, CK tới 6%","1,6 tỷ",36 m²,1,1,"Gò Vấp, Hồ Chí Minh","Đường Trần Bình Trọng, Phường 1, Gò Vấp, Hồ Chí Minh"
"Bán gấp 10 lô đất phân khu V6 PFT city, sổ đỏ liền tay, giá tốt nhất thị trường","4,49 tỷ",102 m²,Không có thông tin,Không có thông tin,"Ngũ Hành Sơn, Đà Nẵng","Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng"
"Giỏ hàng The Western Q6 ký mới trực tiếp CDT Hoàng Phúc, 88m2 giá 3tỷ3. LH 0903 304 *** Ms Nguyên","3,3 tỷ",88 m²,3,2,"Quận 6, Hồ Chí Minh","The Western Capital, Lý Chiêu Hoàng, 10, Quận 6, Hồ Chí Minh"
"Bán đất tại Tam Thôn Hiệp, Cần Giờ, Hồ Chí Minh, giá cực chất 8 tỷ, 1544 m2",8 tỷ,1.544 m²,Không có thông tin,Không có thông tin,"Cần Giờ, Hồ Chí Minh","Đường Tam Thôn Hiệp, Xã Tam Thôn Hiệp, Cần Giờ, Hồ Chí Minh"
"Siêu cắt lỗ! Bán đất nền dự án tại KĐT Việt Hàn, 90m2 chỉ 15 triệu/m2","1,35 tỷ",90 m²,Không có thông tin,Không có thông tin,"Phổ Yên, Thái Nguyên","Dự án KĐT Việt Hàn, Đường Phạm Văn Đồng, Phường Hồng Tiến, Phổ Yên, Thái Nguyên"
"Nhà vị trí đắc địa, siêu hiếm. Ngay ngã tư Hà Huy Tập-Điện biên Phủ. 75m2 Kẹp cống.","6,35 tỷ","74,4 m²",8,7,"Thanh Khê, Đà Nẵng","Đường Hà Huy Tập, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng"
