Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Địa chỉ chi tiết
"Bán gấp căn góc dự án 93 Láng Hạ, full nội thất tầng đẹp giá chỉ 125tr/m2. LH: 0933 218 ***","17,12 tỷ",137 m²,3,2,"Đống Đa, Hà Nội","Dự án Green Diamond 93 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội"
"Siêu phẩm biệt thự 2 mặt tiền ngay bên bờ sông Hàn, gần cầu Sông Hàn","47,5 tỷ",201 m²,Không có thông tin,Không có thông tin,"Sơn Trà, Đà Nẵng","Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
"Bán nhà mặt tiền đường 11, Trường Thọ 1 trệt 4 tầng 104,6 m2 giá tốt đầu tư kinh doanh tốt nhất","11,3 tỷ","104,6 m²",7,6,"Thủ Đức, Hồ Chí Minh","Dự án TDH Trường Thọ, Đường 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh"
"Nhà 1 sẹc Trần Thanh Mại (5,3 x 18,2m) nở hậu 7,9m, 2PN, cách Tỉnh Lộ 10 200m. Giá 4,2 tỷ","4,2 tỷ","97,3 m²",2,1,"Bình Tân, Hồ Chí Minh","Đường Trần Thanh Mại, Phường Tân Tạo A, Bình Tân, Hồ Chí Minh"
"Cần bán gấp nhà mới, đẹp - HXH 8m đường Gò Dầu, quận Tân Phú DT 68,6m2, 5 tầng, nhỉnh 10 tỷ","10,8 tỷ","68,6 m²",4,6,"Tân Phú, Hồ Chí Minh","Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh"
"Nhà đẹp hẻm 372 Điện Biên Phủ, Bình Thạnh - 150m2 - 4PN - Gần ĐH Hồng Bàng",26 tỷ,150 m²,4,2,"Bình Thạnh, Hồ Chí Minh","Đường Điện Biên Phủ, Phường 17, Bình Thạnh, Hồ Chí Minh"
"Nhà 30m x 6 tầng ngay tái định cư HimLam Thạch Bàn, gara ô tô, một căn giá tốt nhất thị trường","6,2 tỷ",30 m²,4,4,"Long Biên, Hà Nội","Phường Thạch Bàn, Long Biên, Hà Nội"
Bán nhà 65 Hiệp Bình - 2 mặt tiền siêu hiếm vị trí đắc địa tại TP. Thủ Đức!,Giá thỏa thuận,270 m²,Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","65 Đường Hiệp Bình, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
Siêu đẹp 57m MT5 đường 3.5m thông xe tải gần hồ điều hoà tại Bắc Hồng giá đầu tư,Giá thỏa thuận,57 m²,Không có thông tin,Không có thông tin,"Đông Anh, Hà Nội","Xã Bắc Hồng, Đông Anh, Hà Nội"
"**Bán đất mặt tiền Trần Quốc Hoàn, phường 13, Tân Bình; 5*14 - MTKD","9,79 tỷ",59 m²,Không có thông tin,Không có thông tin,"Tân Bình, Hồ Chí Minh","Đường Trần Quốc Hoàn, Phường 13, Tân Bình, Hồ Chí Minh"
"Cập nhật giá bán căn hộ Charm City mới nhất, tháng 03.2025","2,47 tỷ",95 m²,3,3,"Dĩ An, Bình Dương","Dự án Charm City, Đường ĐT 743, Phường Dĩ An, Dĩ An, Bình Dương"
"Shophouse góc 3 mặt tiền giao lộ trục đường lớn đối diện 9 tòa chung cư MASTERI ,GIÁ:39,5 tỷ","39,5 tỷ",160 m²,5,4,"Văn Giang, Hưng Yên","Dự án The Empire - Vinhomes Ocean Park 2, Đường Biển Xanh, Xã Long Hưng, Văn Giang, Hưng Yên"
"Trực tiếp chủ đầu tư bán căn hộ 72m2 Terra Royal Q.3, 2PN 2WC, giá 5,9 tỷ. LH chủ đầu tư 0902 442 ***","5,9 tỷ",72 m²,2,2,"Quận 3, Hồ Chí Minh","Terra Royal, 280, Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh"
"Bán nhanh 60m2, vị trí đắc địa, view vườn hoa, TĐC Trâu Quỳ",Giá thỏa thuận,60 m²,Không có thông tin,Không có thông tin,"Gia Lâm, Hà Nội","Đường Trâu Quỳ, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội"
"5 căn cuối cùng! Cơ hội sở hữu căn hộ 3PN + 3WC, Vista Residence - trung tâm Đà Nẵng, nhận nhà 2025","6,4 tỷ",112 m²,3,3,"Hải Châu, Đà Nẵng","Dự án Vista Residence Da Nang, Đường Xô Viết Nghệ Tĩnh, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng"
"BÁN CĂN HỘ 2PN MIDORI PARK THE VIEW, CHỈ 2,4 TỶ FULL NỘI THẤT","2,4 tỷ",61 m²,2,2,"Thủ Dầu Một, Bình Dương","Midori Park The View, Hòa Phú, Thủ Dầu Một, Bình Dương"
"Tổng hợp rổ hàng - Dream Home Palace - 1.85tỷ/2PN 62m2, 2.05 tỷ/3PN. Nhà mới. LH: 0906 662 ***","1,85 tỷ",62 m²,2,2,"Quận 8, Hồ Chí Minh","Dự án Dream Home Palace, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh"
"Bán đất Minh Đức Việt Yên giá 1,1 tỷ, 160m2, lô góc, mặt tiền 10m, pháp lý đầy đủ, xây nhà đẹp","1,1 tỷ",160 m²,Không có thông tin,Không có thông tin,"Việt Yên, Bắc Giang","Xã Minh Đức, Việt Yên, Bắc Giang"
Xã Đàn-Đại Cồ Việt bán tòa VP mới 10 tầng đầy đủ pháp lý không vướng cầu vướng hầm 206m2 148 tỷ,148 tỷ,206 m²,Không có thông tin,Không có thông tin,"Đống Đa, Hà Nội","Phố Xã Đàn, Phường Phương Liên - Trung Tự, Đống Đa, Hà Nội"
Cập nhật quỹ căn hộ 2 - 3 - 4 ngủ chuyển nhượng giá tốt nhất tại HPC Landmark - giá chuẩn ko chênh,"6,4 tỷ",116 m²,3,2,"Hà Đông, Hà Nội","Dự án HPC Landmark 105, Phường La Khê, Hà Đông, Hà Nội"
Cập nhật quỹ căn hộ 2 - 3 - 4 ngủ chuyển nhượng giá tốt nhất tại HPC Landmark - giá chuẩn ko chênh,"6,4 tỷ",116 m²,3,2,"Hà Đông, Hà Nội","Dự án HPC Landmark 105, Phường La Khê, Hà Đông, Hà Nội"
"Sang nhượng 4PN full NT toà Park 6, DT 139m2 giá 16 tỷ",16 tỷ,139 m²,4,3,"Bình Thạnh, Hồ Chí Minh","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh"
"Bán đất dự án khu dân cư 153ha Cát Lái, P.Cát Lái, Q.2, đa dạng DT, sổ đỏ cá nhân, giá tốt nhất KV",6 tỷ,100 m²,Không có thông tin,Không có thông tin,"Quận 2, Hồ Chí Minh","Dự án Cát Lái Invesco, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh"
"Kẹt vốn kinh doanh nên cần bán gấp lô đất ở Đá Bạc, sổ hồng có sẵn. AE thiện chí LH: 0785 555 ***",890 triệu,115 m²,Không có thông tin,Không có thông tin,"Châu Đức, Bà Rịa Vũng Tàu","Xã Đá Bạc, Châu Đức, Bà Rịa Vũng Tàu"
"Chính chủ cần tiền bán gấp căn nhà mới 100%, 3 tầng, 4PN, ngay trung tâm TP Thuỷ Nguyên.","5,5 tỷ",110 m²,4,3,"Thủy Nguyên, Hải Phòng","Sapphire Gem Hải Phòng, Thủy Đường, Thủy Nguyên, Hải Phòng"
"Sản phẩm tái đầu tư Sun Symphony, Sun Ponte, Sun Cosmo giá tốt","3,2 tỷ",50 m²,1,1,"Sơn Trà, Đà Nẵng","Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
"Bán gấp quán cafe và bida 1054m2 SHR, giá 25.9 tỷ P. An Phú, TP Thuận An. LH: 0906 720 ***","25,9 tỷ",1.054 m²,Không có thông tin,Không có thông tin,"Thuận An, Bình Dương","Đường An Phú 6, Phường An Phú, Thuận An, Bình Dương"
"Cần bán lô đất 10m ra mặt đường Quang Tiến. Vị trí gần Vincom, trường học, trung tâm hành chính mới","17,3 tỷ",93 m²,Không có thông tin,Không có thông tin,"Nam Từ Liêm, Hà Nội","Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội"
"Bán gấp nhà mặt phố Lâm Văn Bền, Tân Kiểng, Q7, TP. HCM, 138 tr/m2, 228m2. Giá rẻ nhất để đầu tư","31,46 tỷ",228 m²,Không có thông tin,Không có thông tin,"Quận 7, Hồ Chí Minh","Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh"
"Bán đất Sát Quốc lộ 21B, Bình Minh, Thanh Oai, Hà Nội, 2,75 tỷ, 43,5 m2 giá tốt uy tín","2,75 tỷ","43,5 m²",Không có thông tin,Không có thông tin,"Thanh Oai, Hà Nội","Đường Quốc lộ 21B, Xã Bình Minh, Thanh Oai, Hà Nội"
Quỹ hàng ngoại giao chung cư Handico Complex - 33 Lê Văn Lương giá ưu đãi - bank hỗ trợ vay ưu đãi,Giá thỏa thuận,"83,2 m²",2,2,"Thanh Xuân, Hà Nội","Handico Complex, 33, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội"
KĐT Mỹ Gia - Lô biệt thự ngang 14m đường chính 27m siêu đẹp đối diện KĐT Gói 6 giá chỉ 30tr/m2,"6,48 tỷ",216 m²,Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","Khu đô thị Mỹ Gia, Phùng Hưng, Vĩnh Thái, Nha Trang, Khánh Hòa"
2 mặt tiền hẻm Nguyễn Súy Quận Tân Phú. DT 5.8 x32m,"9,5 tỷ",162 m²,Không có thông tin,Không có thông tin,"Tân Phú, Hồ Chí Minh","Đường Nguyễn Súy, Phường Tân Quý, Tân Phú, Hồ Chí Minh"
Agora City khu đô thị trung tâm hành chính Thủ Thừa Long An. 18tr/m2. SH riêng. Cọc 30% nhận nền,"1,9 tỷ",108 m²,Không có thông tin,Không có thông tin,"Thủ Thừa, Long An","Agora City, Đường 818, Thị trấn Thủ Thừa, Thủ Thừa, Long An"
Bán căn hộ duplex Mỹ Khánh nhà nội thất cao cấp view Quận 1,"17,5 tỷ",194 m²,3,2,"Quận 7, Hồ Chí Minh","Dự án Mỹ Khánh 1, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh"
Chính chủ tôi bán lô 74m thôn Đồng Nguyên Khê.,"5,99 tỷ",74 m²,Không có thông tin,Không có thông tin,"Đông Anh, Hà Nội","Đông Anh, Đường Cao tốc Nhật Tân Nội Bài, Xã Nguyên Khê, Đông Anh, Hà Nội"
"BÍ QUYẾT KIẾM TIỀN THỤ ĐỘNG, BỀN VỮNG TẠI CĂN HỘ CAO CẤP SENTOSA SKY PARK","2,6 tỷ","73,8 m²",Không có thông tin,Không có thông tin,"Lê Chân, Hải Phòng","Sentosa Sky Park Hải Phòng, Đại lộ Võ Nguyên Giáp, Kênh Dương, Lê Chân, Hải Phòng"
"Bán Đất tại KĐT Khai Sơn , 6,1 tỷ, 90m2, pháp lý đầy đủ, Q.Thuận Thành, Bắc Ninh","6,1 tỷ",90 m²,Không có thông tin,Không có thông tin,"Thuận Thành, Bắc Ninh","Đường Quốc Lộ 17, Xã Xuân Lâm, Thuận Thành, Bắc Ninh"
Bán Apartment căn hộ sát biển Đà Nẵng,"13,95 tỷ",474 m²,11,11,"Sơn Trà, Đà Nẵng","Đường Vũ Ngọc Nhạ, Phường Thọ Quang, Sơn Trà, Đà Nẵng"
"Bán căn Dolphin Plaza 198m2 4PN tầng 18 giá 10,9tỷ","10,9 tỷ",198 m²,4,2,"Nam Từ Liêm, Hà Nội","Dự án Dolphin Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
"Bán căn Dolphin Plaza 198m2 4PN tầng 18 giá 10,9tỷ","10,9 tỷ",198 m²,4,2,"Nam Từ Liêm, Hà Nội","Dự án Dolphin Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
"Hàng hot Vinhomes Golden River Bason - 3PN, 110m2, 24 tỷ bao thuế phí (còn thương lượng)",24 tỷ,110 m²,3,Không có thông tin,"Quận 1, Hồ Chí Minh","Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh"
"Bán đất CLN quy hoạch ONT, diện tích hơn 1000m2 tại xã Hàm Thắng thuộc thành phố Phan Thiết","2,86 tỷ",1.040 m²,Không có thông tin,Không có thông tin,"Hàm Thuận Bắc, Bình Thuận","Đường Kim Ngọc, Xã Hàm Thắng, Hàm Thuận Bắc, Bình Thuận"
"Bán căn hộ 2PN, 2WC tại Lumiere Riverside, 8,8 tỷ, 74m2, Q2, HCM - giá cực chất, uy tín","8,8 tỷ",74 m²,2,2,"Quận 2, Hồ Chí Minh","Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh"
Bảng giá 03/2025 bán căn hộ Victoria Village cập nhật mới nhất,"3,5 tỷ",52 m²,1,Không có thông tin,"Quận 2, Hồ Chí Minh","Victoria Village, Đồng Văn Cống, Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
"Lô đất đẹp mặt tiền đường lớn NGuyễn Tất Thành, Cẩm Hà, Hội An, khu vực sầm uất, giá siêu hời","12,8 tỷ","341,2 m²",Không có thông tin,Không có thông tin,"Hội An, Quảng Nam","Đường Nguyễn Tất Thành, Xã Cẩm Hà, Hội An, Quảng Nam"
Sẵn sổ hồng Công chứng ngay căn hộ 1 PN Lumiere Riverside Thảo Điền giá hạt dẻ TTCN 6 tỷ 950 all in,"6,95 tỷ","52,3 m²",1,1,"Quận 2, Hồ Chí Minh","Lumiere Riverside, Số 275 - 277, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh"
Bán đất mặt tiền Dương Vân Nga đường 10m5 vị trí đẹp kinh doanh,"5,85 tỷ",100 m²,Không có thông tin,Không có thông tin,"Sơn Trà, Đà Nẵng","Đường Dương Vân Nga, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
"Chuyên bán căn hộ Everrich Infinity Quận 5 1PN giá 3.1 tỷ, 2PN giá 6 tỷ, 3PN giá 9 tỷ giá tốt","3,1 tỷ",40 m²,1,Không có thông tin,"Quận 5, Hồ Chí Minh","Dự án The Everrich Infinity, Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh"
Toà văn phòng 110m2 - mặt tiền 6m - Trung Hoà - Trung Kính - ô tô tránh - cho thuê 90 tr/ tháng,48 tỷ,110 m²,Không có thông tin,Không có thông tin,"Cầu Giấy, Hà Nội","Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội"
Thanh toán 680 triệu (25%) nhận nhà ở ngay tại Conic Boulevard Bình Chánh TP. HCM,"2,66 tỷ","84,32 m²",2,2,"Bình Chánh, Hồ Chí Minh","Dự án Conic Boulevard, Đường Huỳnh Bá Chánh, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh"
"Bán Đất tại Đường Cao tốc Nhật Tân Nội Bài, Xã Tiên Dương, Đông Anh, Hà Nội, 75 triệu / m2, 73.9 m2","5,54 tỷ","73,9 m²",Không có thông tin,Không có thông tin,"Đông Anh, Hà Nội","Đông Anh, Đường Cao tốc Nhật Tân Nội Bài,Xã Tiên Dương, Đông Anh, Hà Nội"
"Bán nhà riêng, nhà xây mới trục Quốc lộ 13 đường thông 9m, cạnh đô thị Vạn Phúc view sông Sài Gòn","7,5 tỷ",60 m²,4,5,"Thủ Đức, Hồ Chí Minh","Quốc Lộ 13, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
"Nhà phố Lakeview City căn góc công viên giá 18 tỷ, 7x20m giá 22.5 tỷ nhà đã hoàn thiện. 0917 330 ***",18 tỷ,100 m²,4,5,"Quận 2, Hồ Chí Minh","Dự án Lakeview City, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
"Bán sàn văn phòng Vinaconex Diamond Tower, 55 triệu / m2 đang cho thuê 18$/m2","8,69 tỷ",158 m²,Không có thông tin,Không có thông tin,"Hai Bà Trưng, Hà Nội","Dự án Vinaconex Diamond Tower, Phố Bạch Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội"
Gia đình kẹt tiền cắt lỗ 1 lô gia tộc 48m2 và 5 cặp mộ đôi M1 M2 ngay chùa giá gốc HĐ góp vốn 2018,Giá thỏa thuận,48 m²,Không có thông tin,Không có thông tin,"Long Thành, Đồng Nai","Dự án Sala Garden, Xã Tân Hiệp, Long Thành, Đồng Nai"
"NHÀ BÁN GIÁ SIÊU RẺ, SIÊU HỜI TẠI P12, GÒ VẤP","5,6 tỷ",73 m²,5,6,"Gò Vấp, Hồ Chí Minh","Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh"
"Chính chủ cần bán nhanh lô đất mặt bãi tắm Thịnh Long, Nam Định",1 tỷ,146 m²,Không có thông tin,Không có thông tin,"Hải Hậu, Nam Định","Thị trấn Thịnh Long, Hải Hậu, Nam Định"
"Bán Đất Nền 61m2 tại Xã Sơn Đông, Sơn Tây, Hà Nội, giá 2,4 tỷ","2,4 tỷ",61 m²,Không có thông tin,Không có thông tin,"Sơn Tây, Hà Nội","Xã Sơn Đông, Sơn Tây, Hà Nội"
"Bán nhà CCMN Đào Tấn, Linh Lang, 90m2 x 8tầng, thang máy, ôtô, 24 ph, DT 130tr/tháng, GPXD, PCCC đủ",22 tỷ,90 m²,24,Không có thông tin,"Ba Đình, Hà Nội","Đường Đào Tấn, Phường Liễu Giai, Ba Đình, Hà Nội"
"Bán đất 368m2 tại Ninh Bình, Ninh Hòa, Khánh Hòa giá tốt chỉ với 2,7 tỷ","2,7 tỷ",368 m²,Không có thông tin,Không có thông tin,"Ninh Hòa, Khánh Hòa","Xã Ninh Bình, Ninh Hòa, Khánh Hòa"
"Ngộp giảm sốc ""2 tỷ"" bán gấp nhà 4 tầng 150m2 - ngang 10m - dòng tiền 40tr/tháng - Chỉ ""84tr/m2""","12,69 tỷ",150 m²,10,10,"Bình Thạnh, Hồ Chí Minh","Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh"
"Hàng đẹp, cần ra nhanh lô trục Dũng Sĩ Điện Ngọc, giá đầu tư",2 tỷ,180 m²,Không có thông tin,Không có thông tin,"Điện Bàn, Quảng Nam","Phường Điện Ngọc, Điện Bàn, Quảng Nam"
"Bán lô liền kề khu A dự án Cienco5 đường 15,5m sổ đỏ chính chủ giá tốt nhất thị trường","3,9 tỷ",100 m²,Không có thông tin,Không có thông tin,"Mê Linh, Hà Nội","Dự án Cienco 5 Mê Linh, Xã Tiền Phong, Mê Linh, Hà Nội"
Bán gấp căn 2PN: 66m2 BE2 khu Metropolitan tầng trung giá siêu tốt 3.65 tỷ,"3,65 tỷ",66 m²,2,2,"Gia Lâm, Hà Nội","Dự án The Beverly - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội"
Bán nhanh biệt thự Tấn Trường 9x18m ngay gần Phú Mỹ Hưng,"25,5 tỷ",162 m²,4,5,"Quận 7, Hồ Chí Minh","Dự án Tấn Trường, Đường Số 4, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
Bán gấp căn hộ Green Town Bình Tân 53m2. Lốc A góc 3MT thoáng. 2 phòng ngủ (sổ hồng đầy đủ),"2,08 tỷ",53 m²,2,2,"Bình Tân, Hồ Chí Minh","Green Town Bình Tân, Đường 1, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh"
"Bán nhà mặt phố Trần Hưng Đạo, giá cực chất 25 tỷ, 128m2 tại Đồng Hới, Quảng Bình",25 tỷ,125 m²,Không có thông tin,Không có thông tin,"Đồng Hới, Quảng Bình","Đường Trần Hưng Đạo, Phường Đồng Phú, Đồng Hới, Quảng Bình"
"Nhà MT đường 10m kinh doanh mở văn phòng 5PN, 6WC, 71,4m2 tại Phạm Hữu Lầu, Q7, HCM, giá 15,9 tỷ","15,9 tỷ","71,4 m²",5,6,"Quận 7, Hồ Chí Minh","Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
Căn hộ 2PN đã có sổ full nội thất ngay gần Phú Mỹ hưng lầu 20 thoáng nhà sạch sẽ vào ở được ngay,"2,65 tỷ",63 m²,2,2,"Quận 7, Hồ Chí Minh","Dự án The Era Town, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
"Bán đất 100m2, 2 tỷ tại Xã Lại Thượng, Thạch Thất, Hà Nội, giá siêu hời",2 tỷ,100 m²,Không có thông tin,Không có thông tin,"Thạch Thất, Hà Nội","Xã Lại Thượng, Thạch Thất, Hà Nội"
Tập thể Thành Công. Ba Đình. Tầng 2. Giá đầu tư,"3,9 tỷ",100 m²,3,1,"Ba Đình, Hà Nội","Đường Thành Công, Phường Thành Công, Ba Đình, Hà Nội"
"Bán đất Nguyễn Minh Châu, Tân Tiến, La Gi, Bình Thuận, 3 tỷ, 13841 m2, giá ưu đãi",3 tỷ,13.841 m²,Không có thông tin,Không có thông tin,"La Gi, Bình Thuận","Đường Nguyễn Minh Châu, Xã Tân Tiến, La Gi, Bình Thuận"
Bán căn nhà 3 tầng 2 mặt tiền đường Lê Đình Lý,65 tỷ,315 m²,12,6,"Hải Châu, Đà Nẵng","Đường Lê Đình Lý, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng"
"Cực Sốc! 3 Phòng ngủ tháp thương mại Estella Heights 125m2, full nội thất, giá chỉ 15.5 tỷ bao hết","15,5 tỷ",125 m²,3,2,"Quận 2, Hồ Chí Minh","Estella Heights, Song Hành, An Phú, Quận 2, Hồ Chí Minh"
"Bán lô đất 180m2 giá đầu tư, sổ đỏ lâu dài. Bán lô 240m2 và lô shop kinh doanh siêu đẹp","3,96 tỷ",180 m²,Không có thông tin,Không có thông tin,"An Dương, Hải Phòng","Dự án Seoul Ecohome, Đường Quốc Lộ 10, Phường Lê Lợi, An Dương, Hải Phòng"
Đầu Tư Sinh Lời Ngay - Lợi Nhuận Vượt Trội - Shophouse Đắc Địa Tại Khu Công Nghiệp Bàu Bàng,"1,5 tỷ",150 m²,Không có thông tin,Không có thông tin,"Bàu Bàng, Bình Dương","Đường D5, Thị trấn Lai Uyên, Bàu Bàng, Bình Dương"
"Đầu tư sinh lời ngay, đất nền 100m2, mặt tiền 6m, đường ô tô 8m tránh nhau - giá 3,6 tỷ","3,6 tỷ",100 m²,Không có thông tin,Không có thông tin,"Quốc Oai, Hà Nội","Đường 21, Xã Phú Cát, Quốc Oai, Hà Nội"
"Cần bán gấp Biệt thự Thanh Liên tại Vườn Vua Resort, DT 305m2, giá 7,5 tỷ đồng. LH 0912 256 ***","7,49 tỷ",305 m²,Không có thông tin,Không có thông tin,"Thanh Thủy, Phú Thọ","Vườn Vua Resort & Villas, Xã Đồng Trung, Thanh Thủy, Phú Thọ"
Bán villa đơn lập siêu đẹp liền kề DA The Global City - sổ hồng riêng - KDC an ninh yên tĩnh,"20,5 tỷ",218 m²,3,3,"Quận 9, Hồ Chí Minh","Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh"
"Cần bán gấp căn hộ cao cấp nhất thanh xuân The Diamond Residence (BRG) 13,9 tỷ, 151m2, 4PN, 3WC","13,9 tỷ",151 m²,4,3,"Thanh Xuân, Hà Nội","Dự án The Diamond Residence, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội"
Bán đất đường 33 - Điện Thắng Trung,"2,45 tỷ",150 m²,Không có thông tin,Không có thông tin,"Điện Bàn, Quảng Nam","Dự án Trảng Nhật, Xã Điện Thắng Bắc, Điện Bàn, Quảng Nam"
"Bán nhà mặt phố Đường 21B, Phú Lãm, Hà Đông, Hà Nội, 10 tỷ VND, 59.4m2, uy tín chỉ với",10 tỷ,"59,4 m²",Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","Đường 21B, Phường Phú Lãm, Hà Đông, Hà Nội"
"Siêu phẩm căn hộ mặt biển view tỷ đô view pháo hoa, vị trí trung tâm thương mại vay 70% sổ lâu dài","4,93 tỷ",81 m²,2,2,"Liên Chiểu, Đà Nẵng","Dự án Nam Ô Discovery, Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng"
"Chỉ cần 400tr mua được căn 2PN New Lavida ngay Vincom Dĩ An, còn lại góp trung bình góp 7tr/tháng","1,5 tỷ",62 m²,2,1,"Dĩ An, Bình Dương","Dự án New Lavida , Đường ĐT 743C, Phường Tân Đông Hiệp, Dĩ An, Bình Dương"
"Bán lô đất mặt tiền đường Hùng Vương, TX Lagi, Bình Thuận, full sổ hồng, ví trí đẹp, LH 0934 026 ***","400,03 tỷ","1.052,7 m²",Không có thông tin,Không có thông tin,"La Gi, Bình Thuận","Đường Hùng Vương, Xã Tân Tiến, La Gi, Bình Thuận"
"Nhà thật - giá thật gia đình cần bán căn 2 ngủ giá 5, x tỷ và căn 3 ngủ giá 6, x tỷ trong tháng",Giá thỏa thuận,111 m²,3,2,"Nam Từ Liêm, Hà Nội","Ecolife Capitol, 58, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội"
Bán nhà căn góc 7x20m khu City Land Park Hills giá 34 tỷ,35 tỷ,140 m²,Không có thông tin,Không có thông tin,"Gò Vấp, Hồ Chí Minh","Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh"
"Chuẩn bị mở bán dự án đất đấu giá tại thị trấn Ân Thi, Dt 90m2 đường 13,5m giá từ 5 tỷ cả nhà",Giá thỏa thuận,90 m²,Không có thông tin,Không có thông tin,"Ân Thi, Hưng Yên","Đường 200, Thị trấn Ân Thi, Ân Thi, Hưng Yên"
"Còn 2 căn duy nhất CK 15%, trực tiếp CĐT, hỗ trợ LS 0% 2 năm, nhà mới 100%, vị trí lõi Thủ Thiêm","5,5 tỷ",73 m²,2,2,"Quận 2, Hồ Chí Minh","Dự án Paris Hoàng Kim, Phố Lương Định Của, Phường Bình Khánh, Quận 2, Hồ Chí Minh"
"Nhận nhà ngay! Stown Phúc An(đã có sổ) trả trước 368triệu/căn 2PN, tặng tủ bếp. Agribank hỗ trợ vay","1,23 tỷ",55 m²,2,2,"Dĩ An, Bình Dương","Dự án Stown Phúc An, Đường N3, Phường Bình An, Dĩ An, Bình Dương"
"Bán nhanh đất Sài Đồng, Long Biên, 81m2, 6.2 tỷ, cạnh oto đỗ, nở hậu, đang cho thuê","6,2 tỷ",81 m²,Không có thông tin,Không có thông tin,"Long Biên, Hà Nội","Đường Nguyễn Văn Linh, Phường Sài Đồng, Long Biên, Hà Nội"
"Nhà đẹp phố Dương Khuê, Cầu Giấy, phân lô 2 mặt thoáng, ô tô tránh kinh doanh, 75m2 x 5 tầng, 28 tỷ",28 tỷ,75 m²,Không có thông tin,Không có thông tin,"Cầu Giấy, Hà Nội","Đường Dương Khuê, Phường Mai Dịch, Cầu Giấy, Hà Nội"
Cần bán căn nhà 210m2 - mặt tiền 10m sẵn,Giá thỏa thuận,210 m²,2,1,"Sầm Sơn, Thanh Hóa","Phường Quảng Châu, Sầm Sơn, Thanh Hóa"
"Bán căn hộ góc thiết kế đẹp view thoáng chung cư Pavilion - Vinhomes Ocean Park, 3.6 tỷ, 68 m2","3,2 tỷ",54 m²,2,2,"Gia Lâm, Hà Nội","Dự án The Pavilion - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội"
